Date,Open,High,Low,Close,Volume
1993-01-29,24.858344883871283,24.858344883871283,24.73467152624008,24.84067726135254,1003200
1993-02-01,24.858344457917294,25.017353057861328,24.858344457917294,25.017353057861328,480500
1993-02-02,24.999704898621854,25.08804307847564,24.94670199070958,25.070375442504883,201300
1993-02-03,25.10570137204818,25.353048183595455,25.088033742651948,25.33538055419922,529400
1993-02-04,25.42371192243364,25.494382421175636,25.14102992746565,25.44137954711914,531500
1993-02-05,25.423704147338867,25.476707005185997,25.28236319307986,25.423704147338867,492100
1993-02-08,25.423704147338867,25.51204224375075,25.388368908774115,25.423704147338867,596100
1993-02-09,25.335374104718046,25.335374104718046,25.194033105528547,25.24703598022461,122100
1993-02-10,25.247036270792048,25.30003914609812,25.176365770383953,25.282371520996094,379600
1993-02-11,25.317711586083423,25.51205549916571,25.317711586083423,25.406049728393555,19500
1993-02-12,25.370707142327994,25.370707142327994,25.211698532104492,25.211698532104492,42500
1993-02-16,25.141020672686405,25.141020672686405,24.54032165450556,24.57565689086914,374800
1993-02-17,24.575668190880645,24.611003443491548,24.469662433047947,24.558000564575195,210900
1993-02-18,24.840666994076997,24.840666994076997,24.20463284629124,24.54031753540039,378100
1993-02-19,24.54033921404583,24.628677368164062,24.505003952398535,24.628677368164062,34900
1993-02-22,24.69932571694713,24.752328561833284,24.628655257098927,24.71699333190918,513600
1993-02-23,24.787673206629503,24.805340828302082,24.575661746558545,24.6993350982666,373700
1993-02-24,24.717003480189266,25.017353057861328,24.717003480189266,25.017353057861328,26300
1993-02-25,24.999704898621854,25.08804307847564,24.94670199070958,25.070375442504883,44500
1993-02-26,25.123370984672743,25.123370984672743,24.98202993834547,25.105703353881836,66200
1993-03-01,25.194035187521365,25.194035187521365,24.99969129757555,25.03502655029297,66500
1993-03-02,25.05269715915303,25.406049728393555,25.01736190222898,25.406049728393555,182400
1993-03-03,25.441378226240587,25.5297163450817,25.40604297870414,25.512048721313477,280100
1993-03-04,25.547386629003668,25.547386629003668,25.370710372924805,25.370710372924805,89500
1993-03-05,25.40603929658176,25.51204502382758,25.2823659481283,25.300033569335938,40000
1993-03-08,25.353042981663688,25.86540412902832,25.353042981663688,25.86540412902832,50800
1993-03-09,25.81240052765081,25.83006815292641,25.72406240127281,25.77706527709961,169300
1993-03-10,25.77706380810196,25.830066680908203,25.67105806248948,25.830066680908203,194400
1993-03-11,25.847739460373447,25.918409971543298,25.724066065826204,25.759401321411133,70900
1993-03-12,25.54738191061357,25.56504953295839,25.335370442475696,25.4943790435791,643600
1993-03-15,25.476737110532564,25.618078231811523,25.476737110532564,25.618078231811523,310800
1993-03-16,25.618078231811523,25.688748792451005,25.618078231811523,25.618078231811523,30800
1993-03-17,25.582734107309378,25.582734107309378,25.423725400841292,25.459060668945312,21800
1993-03-18,25.565075311331913,25.724084072770744,25.565075311331913,25.618078231811523,59300
1993-03-19,25.721285516234587,25.721285516234587,25.57927703857422,25.57927703857422,66900
1993-03-22,25.330778044749206,25.490537682032137,25.31302697393999,25.437284469604492,183400
1993-03-23,25.508282988184344,25.526034054981967,25.455029787791474,25.49053192138672,55200
1993-03-24,25.455029787791474,25.59703832217246,25.330772320208112,25.49053192138672,37200
1993-03-25,25.50827911535349,25.703540820481457,25.472776987148404,25.650287628173828,110100
1993-03-26,25.632544919029243,25.650295988917765,25.490536359921045,25.50828742980957,101500
1993-03-29,25.526034626792224,25.739047433135415,25.526034626792224,25.614789962768555,87100
1993-03-30,25.650288885679423,25.685791015625,25.614786755733846,25.685791015625,56000
1993-03-31,25.75678698881368,25.82779122586072,25.668031692504883,25.668031692504883,111600
1993-04-01,25.70353445652704,25.70353445652704,25.52602385945158,25.57927703857422,129500
1993-04-02,25.366275965787267,25.366275965787267,25.046756744384766,25.046756744384766,59400
1993-04-05,25.242017146058075,25.242017146058075,25.100008610777863,25.17101287841797,172200
1993-04-06,25.224276977010295,25.224276977010295,25.02901515663935,25.100019454956055,129700
1993-04-07,25.13551517672065,25.18876838684082,25.08226196660048,25.18876838684082,28000
1993-04-08,25.295265880199747,25.295265880199747,25.046750987341646,25.153257369995117,180800
1993-04-12,25.401781010478423,25.526038499698096,25.366278870701375,25.50828742980957,348500
1993-04-13,25.490517303678725,25.650276813242172,25.472766247060566,25.561521530151367,146100
1993-04-14,25.5792923345022,25.597043404824547,25.50828805321281,25.526039123535156,119600
1993-04-15,25.50828805321281,25.5792923345022,25.419532701601074,25.526039123535156,148600
1993-04-16,25.543790193857504,25.5792923345022,25.49053698289046,25.526039123535156,47900
1993-04-19,25.52602579074199,25.597030034944332,25.40176836338789,25.419519424438477,157000
1993-04-20,25.384012858072918,25.419514973958332,25.135498046875,25.295257568359375,279500
1993-04-21,25.348521580856836,25.348521580856836,25.206513056594332,25.277517318725586,67900
1993-04-22,25.17101298694421,25.384025790782946,24.95800018310547,24.95800018310547,97700
1993-04-23,24.90473747934614,24.975741720199586,24.81598217827933,24.851484298706055,106000
1993-04-26,24.869236025387988,24.95799132883334,24.58521905436286,24.65622329711914,62600
1993-04-27,24.620736209076014,24.922504425048828,24.620736209076014,24.922504425048828,156800
1993-04-28,24.887008048907763,24.940261275831247,24.833754821984282,24.8692569732666,85900
1993-04-29,24.922489158126083,24.97574234008789,24.780480672894594,24.97574234008789,85000
1993-04-30,25.064497000787004,25.153252301781293,25.01124382019043,25.01124382019043,88500
1993-05-03,25.04675541004778,25.17101287841797,24.94024900858762,25.17101287841797,80500
1993-05-04,25.224269208820957,25.348526692608253,25.188767070596015,25.2597713470459,149100
1993-05-05,25.25976052447976,25.419520078042876,25.25976052447976,25.330764770507812,109000
1993-05-06,25.295257568359375,25.313008626302082,25.224253336588543,25.24200439453125,54700
1993-05-07,25.259772667001048,25.259772667001048,25.153266246760708,25.18876838684082,68000
1993-05-10,25.224253336588543,25.384012858072918,25.224253336588543,25.24200439453125,113900
1993-05-11,25.24202528721144,25.34853172302246,25.171020996670762,25.34853172302246,42600
1993-05-12,25.242010734526005,25.330766046532073,25.242010734526005,25.31301498413086,31000
1993-05-13,25.206505482377864,25.206505482377864,24.99349275999157,25.01124382019043,129100
1993-05-14,25.01125654713674,25.082260824062608,24.975754408673804,24.993505477905273,63500
1993-05-17,25.06450143909927,25.082252502441406,24.95799505904644,25.082252502441406,34000
1993-05-18,25.10001630485902,25.117767377210406,24.975758798399323,25.06451416015625,105200
1993-05-19,25.064496307055375,25.57927703857422,24.904736769687457,25.57927703857422,50200
1993-05-20,25.57928337176366,25.650287628173828,25.526030179456033,25.650287628173828,98200
1993-05-21,25.668034279146674,25.703536401247845,25.40176836338789,25.419519424438477,221400
1993-05-24,25.472785912568114,25.61479447514689,25.472785912568114,25.526039123535156,30500
1993-05-25,25.632530217696857,25.632530217696857,25.57927703857422,25.57927703857422,191800
1993-05-26,25.65029258022086,25.91655859316433,25.632541512691297,25.898807525634766,102400
1993-05-27,25.93430651464029,25.93430651464029,25.774546926254416,25.810049057006836,53800
1993-05-28,25.79229740546173,25.79229740546173,25.56153356081548,25.685791015625,79100
1993-06-01,25.774539924010604,26.02305477176277,25.739037802903148,25.93429946899414,28300
1993-06-02,25.863305390575636,25.987562863282587,25.756798985398248,25.898807525634766,20300
1993-06-03,25.845551187759252,25.845551187759252,25.75679586087821,25.810049057006836,21600
1993-06-04,25.739051194911664,25.739051194911664,25.614793706384503,25.72130012512207,32000
1993-06-07,25.77454827961169,25.77454827961169,25.632539749145508,25.632539749145508,121400
1993-06-08,25.561534953567215,25.561534953567215,25.401775360107422,25.401775360107422,104500
1993-06-09,25.49053192138672,25.59703832217246,25.455029787791474,25.49053192138672,43300
1993-06-10,25.472785290032522,25.526038499698096,25.41953208036695,25.50828742980957,17900
1993-06-11,25.597038895573288,25.650292097159085,25.508283559596958,25.614789962768555,647400
1993-06-14,25.650281277404403,25.66803233711195,25.57927703857422,25.57927703857422,64200
1993-06-15,25.61479447514689,25.632545545469238,25.526039123535156,25.526039123535156,142400
1993-06-16,25.52602385945158,25.57927703857422,25.455019620621393,25.57927703857422,330900
1993-06-17,25.632529573981362,25.668031692504883,25.579276396196082,25.668031692504883,37400
1993-06-18,25.653312547823017,25.653312547823017,25.456666946411133,25.456666946411133,58500
1993-06-21,25.528178465642043,25.528178465642043,25.474547838613383,25.51030158996582,29300
1993-06-22,25.54603695802662,25.54603695802662,25.492406369591293,25.528160095214844,137500
1993-06-23,25.52818535039787,25.52818535039787,25.295785903930664,25.295785903930664,227600
1993-06-24,25.367274467915173,25.635427474975586,25.367274467915173,25.635427474975586,243700
1993-06-25,25.6175537109375,25.68906118814877,25.599676841634682,25.6175537109375,44800
